,link_name,num_likes,status_message,status_type
777,Timeline Photos,43,"Bonjour et bonne fin de semaine! :) 
www.mytek.tn",photo
778,Timeline Photos,43,"Bonjour et bon Vendredi à tous :)
www.mytek.tn",photo
779,Timeline Photos,43,"*** Envie d'un concentré de légèreté ?
**** Envie de voir en HD ?
***** Envie d’une tablette à votre image ?

Alors, à vous la SAMSUNG Galaxy TAB  P7510 10,3"" disponible en promo chez MyTEK au prix de 949 DT !",photo
780,Timeline Photos,43,"::::::::::::: ACER ICONIA TAB A200 :::::::::::::

Préparez-vous à un nouveau monde de divertissement, d'information et de connectivité aux bouts de vos doigts ! Choisissez une tablette Internet performante et pas chère en faisant l'achat de la tablette Acer Iconia Tab A200 Disponible Chez MyTEK au prix réduit de 739 DT.

www.mytek.tn",photo
781,Timeline Photos,43,"::::::::::  Images époustouflantes en toute simplicité !  ::::::::::

Léger, compact et facile à transporter, l'appareil photo numérique W610 Cyber-shot est le compagnon idéal de vos vacances, de vos réunions de famille et de toutes les autres occasions. Une qualité d'image incomparable est associée à une utilisation simple, même si vous êtes débutant en matière de photographie numérique.

***** Disponible chez MyTEK au prix réduit de 239 DT !!!!",photo
782,Humeur & Bon goût...,43,"Bonjour à Toutes & à Tous !!!! Excellente matinée, que du punch et de bonne humeur inchallah !!!!",photo
783,Timeline Photos,42,"Profitez dès maintenant du Smartphone 4G le moins cher du marché !!! Lenovo A2010 !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
784,Timeline Photos,42,"Tablette Asus ZenPad à 279 TTC seulement !! Profitez... Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
785,Réduction 70 DT !!,42,Smartphone Hp Slate 6 voice Tab II à 499 au lieu de 569 TTC ! www.mytek.tn,offer
786,Timeline Photos,42,"Les meilleures offres sont toujours chez Mytek ! une variété de petit electro cuisine avec des prix imbattables et garantie 4 ans !!!
www.mytek.tn",photo
787,RÉDUCTION 70 DT !!,42,ASUS Transformer book T100 Est seulement à 629 TTC au lieu de 699 TTC !!,offer
788,Timeline Photos,42,"Le smartphone élégant du moment, Le Samsung Galaxy Alpha à processeur octa-core 1.8Ghz, RAM 2Go est disponible actuellement à 1379DT + Film de protection offert !!
www.mytek.tn",photo
789,Timeline Photos,42,"Profiter d'une réduction de 300DT sur l'offre Vente flash sur le Pc Gamer de vos rêves: #HP #Envy 15-k003nk i7, GTX850 4Go dédiés et Ecran Tactile Full HD² à 1699DT au lieu de 1899DT avec un bon d'achat Mytek de 100DT 
www.mytek.tn",photo
790,80DT de réduction,42,Profitez de l'offre vente flash sur le pc portable Dell Inspiron 3541 à 749DT seulement,offer
791,Timeline Photos,42,"Promo 15ème #anniversaire Mytek : #Dell #Inspiron 3541 avec 4Go de RAM, Stockage 500Go et graphique AMD READON 2Go dédiés à 749 dinars au lieu de 829 dinars
Pour tout achat effectué aux différents points de vente du 25/10/2014 au 24/11/2014, un tirage au sort aura lieu et un gagnant remportera un CADEAU 
Pour +++ d'offres c'est par ici : www.mytek.tn",photo
792,MyTEK's cover photo,42,,photo
793,Timeline Photos,42,"PC Portable Lenovo Ideapad G505G AMD Dual Core à 549 TTC
www.mytek.tn",photo
794,Timeline Photos,42,"Tablette PointOfView MOBII 701 à 169 TTC !!
www.mytek.tn",photo
795,Timeline Photos,42,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
796,Timeline Photos,42,"::::::::::HP Pavilion g6-2001sk:::::::::::
::Disponible chez Mytek.tn à 889 DT !!!::
::::::::::::::www.mytek.tn::::::::::::::::",photo
797,MyTEK,42,"::::::: Catalogue MyTEK Juillet-Août 2012 ::::::: Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!! ::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue_juillet-aout_2012/index.html",photo
798,Timeline Photos,42,"Vivez une expérience de jeu en 3D incomparable avec le nouveau ASUS ROG G74 disponible en exclusivité chez Mytek au prix de 3199 DT.
pour plus de détail visitez notre site web : http://www.mytek.tn/736-asus-gamer-g74sx.html",photo
799,Timeline Photos,42,"Beats Solo HD by Dr Dre 
Casque à arceau de tête - câble ControlTalk pour iPod et iPhone avec microphone et touche de prise d'appel Coussinets moelleux supra auriculaires.
------------->Disponible chez Mytek au prix de 425 D
www.mytek.tn",photo
800,Timeline Photos,41,"La vie devient plus facile... Pack mariage Moulinex chez Mytek à 199DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
801,Timeline Photos,41,"Tablette HP STREAM 8'' à 369 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
802,Timeline Photos,41,"PC ASUS X550JX LIGHT GAMING , à 1555 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
803,Timeline Photos,41,"Smart Phone Samsung Galaxy A5 + Tige à selfie offerte à 845 TTC !! Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
804,Timeline Photos,41,"Récepteur StarSat SR-2000HD HYPER avec abonnement 15 mois SHARING & 6 mois IPTV à 135 TTC au lieu de 159 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) www.mytek.tn",photo
805,Profitez de notre offre !,41,HP Pavillon X2-K020NF 2Go /32Go/10.1HD /Windows 8 à 679 dt seulement !,offer
806,Profitez de notre offre !,41,Lenovo G 5070 I3 /4G /500 /15.6 /Garantie 2 ans à 699dt seulement !,offer
807,Profitez de notre offre !,41,L'Asus Gaming i7/ 8Go / 1To / 4Go dédiée à 1599 dt seulement !!!,offer
808,Timeline Photos,41,"L'Acer Liquide Z4 à 199 dt seulement au lieu 259 dt ! Profitez de notre offre !
Livraison Express assurée en Tunisie en 48 heures.",photo
809,Timeline Photos,41,"Attention ! il n'yen aura pas pour tout le monde  ! HP notebook - 15 -R 207NK 5ème géneration à 1329 dt .
5 Magasins à votre service Tunis, Ariana, Charguia I, Sousse & Nabeul(ouverture bientôt) .",photo
810,Timeline Photos,41,"Le smartphone élégant du moment, Le Samsung Galaxy Alpha à processeur octa-core 1.8Ghz, RAM 2Go est disponible actuellement à 1379DT + Film de protection offert !!
www.mytek.tn",photo
811,Timeline Photos,41,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
::::::Tablette ARCHOS 70 IT 250GB EU/US à 529 TTC au lieu de 579 TTC::::::
www.mytek.tn",photo
812,Timeline Photos,41,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
::::::PACKARD BELL EasyNote TE-11BZ à 549 TTC ::::::
www.mytek.tn",photo
813,Timeline Photos,41,"Bonjour à tous !!!!
www.mytek.tn",photo
814,Timeline Photos,41,"Offre spéciale  Asus Zenbook + 
sacoche en cuir +  Disque Externe. 
pour plus de détail :  http://www.mytek.tn/737-asus-zenbook.html",photo
815,MyTEK,41,,photo
816,MyTEK,41,,photo
817,Imprimante HP,41,Pour plus d'information sur les imprimantes HP chez MyTek visiter ce lien http://www.mytek.tn/44-imprimante,link
818,Dell Inspiron Duo : Tablette et PC Portable,41,"Disponible chez MyTek à 749 seulement !!!
www.mytek.tn",video
819,Timeline Photos,41,Profitez pour 32 TTC !!,photo
820,Timeline Photos,41,,photo
821,Timeline Photos,40,"Brisez les barrières, La machine de combat utlime. #Republic_Of_Gamers
Disponible chez Mytek à 3099 TTC dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
822,Timeline Photos,40,"Les meilleures offres sont toujours chez Mytek !! Pc Portable  Asus K555LD  i7-5500/ 8Go/ 1To/ 15.6''/ Geforce 820M 2Go à 1399 DT !
www.mytek.tn",photo
823,Timeline Photos,40,"Les meilleures offres sont toujours chez Mytek !! Tablette TWIST FIRST 7''/ /Dual Core 1.3Ghz/ 1Go Ram / 8Go stockage/ 3G / Double Caméra / And4.4 KitKat...à 189 TTC seulement !!!
www.mytek.tn",photo
824,Timeline Photos,40,"Le HP stream 13- C110 NF Dual core N 2840 à 529 dt seulement !!!
5 Magasins à votre service Tunis, Ariana, Charguia I, Sousse & Nabeul(ouverture bientôt) .",photo
825,Timeline Photos,40,"Profitez d'un écran 5.5"" avec #LP #maracana 55 à 459DT seulement chez Mytek",photo
826,Timeline Photos,40,"Venez Vite profiter de l'Asus X553MA-BING-SX454B-4Go-500Go avec Windows 8.1 à 549DT seulement 
www.mytek.tn",photo
827,Promo fin d'année,40,Profitez de HP Pavilion 500-440nkm i5-4Go + Imprimante Jet D'encre 1015 à 1179DT seulement,offer
828,Timeline Photos,40,"Profitez sans plus attendre de L'Acer Iconia B1-730 7"" HD à processeur Intel Atom Dual Core 1.6Ghz, 1Go de RAM et 16 Go Stockage pour seulement 189 dinars au lieu de 229 dinars
www.mytek.tn",photo
829,Timeline Photos,40,"Profitez!!! les jours PROMO Packard Bell du 01/11/2013 au 15/11/2013
www.mytek.tn",photo
830,Timeline Photos,40,Bonjour et Bon de Travail à vous Tous :),photo
831,Timeline Photos,40,"PROMO PROMO PROMO chez Mytek !!!
Découvrez nos Ventes Flash dans tous nos magasins Mytek : CHARGUIA-ARIANA-TUNIS-SOUSSE

::::Ecran LG LED 20"" seulement pour 179DT au lieu de 199DT !!!::::
:::::::::::::::Profitez !! Stock limité !!::::::::::::::::",photo
832,Timeline Photos,40,"::::::::::HP Pavilion g6-2001sk:::::::::::
::Disponible chez Mytek.tn à 889 DT !!!::
::::::::::::::www.mytek.tn::::::::::::::::",photo
833,MyTEK,40,,photo
834,iPad 3 MyTEK.tn,40,":::::::::: Nouvel iPad : Enfin disponible chez MyTEK !

Voici venir l'iPad 3, ou plutôt le « nouvel iPad », comme le nomme Apple. La troisième génération de tablette de la firme reçoit un écran haute définition, un processeur graphique plus performant...

http://www.youtube.com/watch?v=KkawNQ9M5vw",video
835,Timeline Photos,40,"::::::: Pour retrouver nos boutiques, prière visiter notre site ou suivre ce lien : http://www.mytek.tn/magasins

:::::::::: New !! New !!! New !!! New !!!! ::::::::::
Notre nouveau catalogue Eté 2012 vient de paraître, retrouvez le dans nos points de vente ou sur ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
836,Timeline Photos,40,"Beats Solo HD by Dr Dre
Casque à arceau de tête - câble ControlTalk pour iPod et iPhone avec microphone et touche de prise d'appel Coussinets moelleux supra auriculaires.
------------->Disponible chez MyTEK au prix de 425 D
www.mytek.tn",photo
837,Timeline Photos,40,"IPAD3!!!!
Disponible actuellement chez MYTEK www.mytek.tn",photo
838,MyTEK,40,Profiitez!!!!,photo
839,Timeline Photos,39,"Profitez ... Pc Portable HP Pavilion 15-p208nk à 1299 TTC au lieu de 1419 TTC !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
840,Timeline Photos,39,"Les meilleures offres sont toujours chez Mytek ! Pc Portable LENOVO G5030 Intel Celeron Dual Core N2830/ 15.6''/ 2Go/ 500 Go/ pour 479 TTC seulement !!!
www.mytek.tn",photo
841,79 dt de réduction !,39,Asus dual core 4Go 500Go +saccoche Asus offert à 549 dt seulement !!!,offer
842,Timeline Photos,39,Venez Vite profitez d'un #Samsung #Galaxy #Note 4 à 1549DT au lieu de 1799DT,photo
843,Timeline Photos,39,"Venez vite profiter de la tablette HUAWEI Media PAD M1 8.0 ,Quad-Core 1.6 GHZ  1Go /16 Go / écran 8 à 539 TTC seulement avec un flip cover en cuire offert",photo
844,Timeline Photos,39,"Découvrez le nouveau EverFancy! Smartphone, Rapide, Performant et Léger! pour seulement 179 TTC
www.mytek.tn",photo
845,Timeline Photos,39,"Une qualité d’image à couper le souffle !
Si vous êtes à la recherche d’une TV Grand écran 3D et que vous ne jurez que par la qualité d'image, cette bonne affaire de TV TOSHIBA va vous intéresser!!!
Disponible chez MyTEk au prix promo de 1879 DT!
www.mytek.tn",photo
846,MyTEK,39,"Disponible à un prix très avantageux, l'ordinateur portable HP Compaq HP CQ 57-465SK est un modèle survitaminé au niveau des performances et de la mobilité. Ce modèle intégré en effet un processeur Intel iCore, 4096 Mo de mémoire DDR3 et permet une excellente connectique filiaire et non filiaire. De plus, malgré ses dimensions minimes et son poids de seulement 2,5 kg, cet ordinateur portable possède un écran large de 15.6"" pour un affichage confortable mais également un graveur DVD Super Multi.

:::::::::::::: Disponible chez MyTEK au prix réduit de 699 DT !",photo
847,Timeline Photos,38,"Pc Portable VEGA BOOK Quad-Core 2Go de RAM et 32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
848,MyTEK's cover photo,38,,photo
849,Timeline Photos,38,"SABA 48’’ FULL HD + PAIEMENT 6 FOIS SANS INTÉRÊT+ GARANTIE 2 ANS à 999 TTC au lieu de 1099 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
850,Timeline Photos,38,Le Smartphone ultra puissant Everslim avec 4 Cadeaux à 689TTC seulement !,photo
851,Timeline Photos,38,"Venez profitez de nos offres spécial fin d'année chez Mytek sur le pc portable HP Pavilion 15-p002nk-i5-6Go et 2go graphique avec une sacoche offerte pour seulement 1039DT
www.mytek.tn",photo
852,Timeline Photos,38,"Les meilleurs prix chez Mytek : le #smartphone #HTC #Desire 310 Double SIM 3G à processeur Quad-Core 1.3Ghz et RAM 1GB pour 369DT seulement 
www.mytek.tn",photo
853,Timeline Photos,38,"En Exclusivité chez Mytek : Lenovo G5045 Slim Design à processeur AMD E1-6010, RAM 4Go et Stockage 500Go avec un clavier Accutype pour 529DT seulement
www.mytek.tn",photo
854,Timeline Photos,38,"Profitez des Promos Exceptionnelles et Vivez la joie de Réussite avec MyTEK !!!
Pc Portable Packard Bell EasyNote TE B960 + Sacoche + Flash 16Go offerts à 689TTC !!!
Profitez !!! Offre valable dans la limite des stocks disponibles...
www.mytek.tn",photo
855,Timeline Photos,38,"MyTEK recrute...
www.mytek.tn",photo
856,Timeline Photos,38,"Robuste, simple et convivial, le COOLPIX S30 de 10 millions de pixels est un véritable appareil photo familial.
Disponible chez Mytek à seulement 209TTC !!!
www.mytek.tn",photo
857,Timeline Photos,38,"PROMO PROMO PROMO chez Mytek !!!
Découvrez nos Ventes Flash dans tous nos magasins Mytek : CHARGUIA-ARIANA-TUNIS-SOUSSE

::::PC ASUS K53-SX807D à seulement 999DT !!!::::
:::::::::::::::Profitez !! Stock limité !!::::::::::::::::
www.mytek.tn",photo
858,MyTEK,38,"صباح زهر اللوز والليمون ...
صباح زهر الفل والياسمين !!!

::::: Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
859,Timeline Photos,38,"PC portable Dell Inspiron N7110 I7/8GO/750GO/2GO seulement pour 1469DT. Profitez!!!
www.mytek.tn",photo
860,Timeline Photos,37,"Smartphone ASUS ZenFone 3 Laser 64Go à 699dt 
http://www.mytek.tn/smartphone-tunisie/8785-smartphone-asus-zenfone-3-laser-4go-32go-4g-zc551kl.html",photo
861,Timeline Photos,37,"Samsung J6300 Smart LED FHD Curved 48'' la TV pas comme les autres à 2245 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
862,Timeline Photos,37,"Avec le Smartphone Huawei GR3 ! bénéficiez d'une performance remarquable à prix raisonnable !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
863,Timeline Photos,37,"Profitez !! Smart Watch V9 à 99 TTC au lieu de 129 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
864,Cartouche Noir Offerte !!,37,Imprimante Hp 1515 3en1 Jet d'encre à 89 TTC + cartouche noir offerte !! www.mytek.tn,offer
865,MyTEK,37,,photo
866,Timeline Photos,37,"Le smartphone élégant du moment, Le Samsung Galaxy Alpha à processeur octa-core 1.8Ghz, RAM 2Go est disponible actuellement à 1379DT + Film de protection offert !!",photo
867,Profitez de notre offre !,37,Profitez de la tablette HP Plus II 3G à 265 dt seulement !!!,offer
868,Timeline Photos,37,Le Smartphone ultrapuissant Everslim avec 4 Cadeaux à 689TTC seulement ! offre valable au 31/12/2014 www.mytek.tn,photo
869,Timeline Photos,37,"[DERNIERS JOURS] pour profiter d'une #promotion sur Le #Galaxy #Y #Duos #S6102  à 249 dinars seulement avec son Etui de protection 
www.mytek.tn",photo
870,Pc et Tablette à la fois,37,Profitez de L'Asus TB T100 avec Disque Dur 500Go et 2 mois internet 3G gratuits à 739DT,offer
871,Timeline Photos,37,"15ème #anniversaire Mytek : HP 15-r000nk Dual Core + Souris + Bon d'Achat 20DT pour seulement 529 dinars 
Pour tout achat effectué aux différents points de vente du 25/10/2014 au 24/11/2014, un tirage au sort aura lieu et un gagnant remportera un CADEAU 
www.mytek.tn",photo
872,Timeline Photos,37,"C'est officiel : Acer Liquid E3 Duo Smartphone de qualité pour un prix...exceptionnel ! Profitez d'un condensé de technologie pour seulement 499 dinars !
www.mytek.tn",photo
873,Timeline Photos,37,"Smartphone Infinix Race Bolt Q Quad Core & Caméra 8MP à 459 TTC
Un grand choix de Mobile & Smartphone sur : www.mytek.tn",photo
874,Timeline Photos,37,"Plus fin !! Plus léger !! Plus rapide !!
Découvrez notre gamme d'iPad en suivant ce lien : http://www.mytek.tn/24-tablette-pc#/fabricant-apple
Disponible actuellement dans nos magasins MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
www.mytek.tn",photo
875,Timeline Photos,37,"Vous cherchez un produit abordable, facile à utiliser et élégant ?
Profitez de la Promo IPAD 3 Wifi + 4G 16Go à seulement 1099 DT au lieu de 1169 DT !!! et bénéficiez d'1 mois Internet offert !!!
www.mytek.tn",photo
876,Mytek.tn:amusez vous bien,37,"Amusez-vous bien :))) avec Mytek.tn
www.mytek.tn",video
877,Timeline Photos,37,"Disponible chez MyTEK à un prix très avantageux, le PC HP Compaq CQ 57-465SK est un modèle survitaminé au niveau des performances et de la mobilité.",photo
878,MyTEK,37,"Bonjour à Toutes & à tous !!!!
:::::::  Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
879,Timeline Photos,36,"Pc Portable HP i7 6é Gén 12Go 1To avec VRBOX gratuit à 1999dt au lieu de 2499dt 
http://www.mytek.tn/…/8089-pc-portable-hp-pavilion-gaming-1…
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
880,Timeline Photos,36,"Découvrez avec Mytek le nouveau lisseur Sinbo 2en1 à 34.900 TTC !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
881,Timeline Photos,36,"Donnez un autre sens à vos histoires avec les différents modèles d'appareils photos CANON !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
882,Réduction 100 DT !!,36,Tablette Acer Iconia B1-721 à 229 TTC au lieu de 329 TTC + 1Go d'internet offerte !!,offer
883,Profitez de nos offres !,36,Les prix imbattables chez Mytek : Disque dur externe Segate 500 Go à 99 dt et 1To à 135 dt,offer
884,79 dt de réduction !,36,Asus dual core 4Go 500Go +saccoche Asus offert à 549 dt seulement !!!,offer
885,Timeline Photos,36,"Profitez d'un écran 5.5"" avec #LP #maracana 55 à 459DT seulement chez Mytek",photo
886,Timeline Photos,36,"[Exclusivité Pack Asus chez Mytek]: Venez Vite Profitez de l'offre limitée sur L'Asus #K555LN à processeur intel core i7, RAM 8Go et graphique Geforce GT840M 2Go dédiés avec une #Tablette #Asus #Fonepad 7"" 3G à 1568DT seulement ! Garantie 2 ans
www.mytek.tn",photo
887,Timeline Photos,36,"Le meilleur pack chez Mytek : Acer Liquide Z4 en couleurs Noir, Blanc et rouge +Etui de Protection + Carte de Recharge 5 DT à seulement 259 dinars 
Pour tout achat effectué aux différents points de vente du 25/10/2014 au 24/11/2014, un tirage au sort aura lieu et un gagnant remportera un CADEAU
http://www.mytek.tn/content/30-promos-anniversaire-",photo
888,Timeline Photos,36,"#Nokia  X2 Dual SIM est disponible chez Mytek à 309 TTC au lieu de 329 TTC
Un grand choix de Mobile & Smartphone sur : 
www.mytek.tn",photo
889,MyTEK's cover photo,36,,photo
890,MyTEK's cover photo,36,,photo
891,Timeline Photos,36,"Profitez des Promos Exceptionnelles et Vivez la joie de Réussite avec MyTEK !!!
::::::::HP Pavilion g6-2310ek à 699TTC !!!::::::::
Profitez !!! Offre valable dans la limite des stocks disponibles...
www.mytek.tn",photo
892,Timeline Photos,36,"Les fêtes continuent pour nos chères et chers lauréat(e)s au BAC 2012 !!!!
De même pour nos idées cadeaux !!!!
******
19ème idée Cadeau : Faites l'achat d'un PC portable Samsung avec écran 15.6 pouces performant et pas cher ! Cet ordinateur portable Samsung Série 3 offre un bon confort grâce à son écran LED mat et son clavier ergonomique. Avec les technologies Samsung vous gagnerez aussi en rapidité et en autonomie.
****** Disponible chez MyTEK au prix de 699 DT.",photo
893,Timeline Photos,36,"وررررررررررريييييييييه!!!!! محلاها الفرحة بنجاح اولادنا وبناتنا !!!
 انشاء الله ديما ملمومين وفارحين !!!
******
16ème idée Cadeau : Offrez-vous Le Dell Inspiron N7110 , un ordinateur portable qui allie un design agréable à des composants de technologie récente. Avec son grand écran large de 17.3 pouces, il vous permettra de travailler et de vous détendre confortablement, à domicile ou en déplacement.
****** Disponible chez MyTEK au prix de 1319 DT",photo
894,Top 10 Cartes Graphiques,36,"Découvrez les 10 meilleures cartes graphiques au monde.!!!
",link
895,Guiness World Record 2011 Cubo ( Bendado ),36,Incroyable !!,link
896,Timeline Photos,35,"STOP Promo ! Tablette 3G à Prix fou !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/7177-tablette-axon-azicom-z1-7-3g.html?search_query=AXON&results=1",photo
897,Timeline Photos,35,"Le Téléviseur SABA 32'' est seulement à 459 TTC chez Mytek !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
898,Timeline Photos,35,"Tablette 3G VEGA + Etui Offert à 149 TTC !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
899,Timeline Photos,35,"Les meilleures offres sont toujours chez Mytek !! Smart Phone Samsung Galaxy A5 + Tige à selfie offerte à 845 TTC seulement !!
www.mytek.tn",photo
900,Timeline Photos,35,"Les meilleures offres sont toujours chez Mytek !! Découvrez la tablette et Le Pc Portable ASUS les plus fin au monde !!
www.mytek.tn",photo
901,Timeline Photos,35,"Les meilleures offres sont toujours chez Mytek !! Tablette TWIST FIRST 7''/ /Dual Core 1.3Ghz/ 1Go Ram / 8Go stockage/ 3G / Double Caméra / And4.4 KitKat...à 189 TTC seulement !!!
www.mytek.tn",photo
902,Timeline Photos,35,"Les meilleurs offres sont toujours chez Mytek ! Dell Inspiron 3543 i7-5500U/8Go/1To/Geforce 840M-2Go Dédiée à 1295 TTC !
www.mytek.tn",photo
903,TV TELEFUNKEN FULL HD !!,35,Téléviseur TELEFUNKEN 42'' FULL HD à 989 TTC au lieu de 1039 TTC !! www.mytek.tn,offer
904,Timeline Photos,35,Vivez la fête du printemps avec Mytek ! l’Asus transformer book T100 est seulement à 629 TTC au lieu de 699 TTC,photo
905,Timeline Photos,35,"Les meilleurs prix chez Mytek : le #smartphone #HTC #Desire 310 Double SIM 3G à processeur Quad-Core 1.3Ghz et RAM 1GB pour 369DT seulement 
www.mytek.tn",photo
906,80DT de réduction,35,Profitez de pc portable Dell Inspiron 3541 à 2Go graphique pour 749DT eu lieu de 829DT,offer
907,Timeline Photos,35,"Profitez de 50DT de réduction sur le pc portable HP 15-d001sk Quad Core, 500Go stockage à 529DT au lieu de 579DT
http://www.mytek.tn/content/34-ventes-flash-sur-les-pc-portables-tablette-smartphone-en-tunisie",photo
908,Timeline Photos,35,"Les meilleurs réductions de prix dans l'offre #Vente #flash Mytek, profitez de L'Asus #Fonepad 7"" Double SIM 3G à processeur Intel Multi-Core et RAM 1Go pour 285DT seulement au lieu de 329DT avec un Etui de protection Offert et une Carte SIM DATA
www.mytek.tn",photo
909,Lecteur DVD offert,35,"TV Samsung LED 32"" + Lecteur DVD Samsung à 689 Dinars & GARANTIE 2ans",offer
910,Timeline Photos,35,"Promo Samsung Galaxy S4 à 939 TTC au lieu de 1099 TTC ! Profitez !
Un grand choix de Mobiles & Smartphones sur : www.mytek.tn",photo
911,Timeline Photos,35,"C'est parti pour 15 jours de folie à petit prix spécialement chez Mytek !!
www.mytek.tn",photo
912,Timeline Photos,35,"Bonjour & Bonne journée à Tous :)
www.mytek.tn",photo
913,Packard Bell Mytek.tn,35,"Vous cherchez un produit abordable, facile à utiliser et élégant ? Découvrez la gamme 2012 de Packard Bell ! Chez Mytek.tn
Veuillez consulter notre site : www.mytek.tn",video
914,Timeline Photos,35,"Les résultats du Baccalauréat.... ça se fête !!!!!
Mabrouk... Alf mabrouk le nejhin el kol
******
7ème idée Cadeau : Offrez-vous un PC portable moderne et performant pour un prix abordable en faisant l'achat du Acer Aspire 5750G disponible chez MyTEK au prix de 1039 DT !!!!",photo
915,MyTEK,35,,photo
916,Timeline Photos,35,Bienvenue à MyTEK Sousse :),photo
917,Timeline Photos,34,"Découvrez avec MYTEK la nouvelle gamme d'Asus Zenfone + Garantie 2 ans...
http://www.mytek.tn/142-smartphone-tunisie#/fabricant-asus
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
918,Timeline Photos,34,"Profitez ...HP ALL In One 20-2310nk à 649 TTC seulement !! Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
919,Cartouche Noir offerte !!,34,Imprimante Hp 1515 3en1 Jet d'encre à 89 TTC + cartouche noir offerte !! www.mytek.tn,offer
920,MyTEK's cover photo,34,,photo
921,Timeline Photos,34,Vivez la fête du printemps avec Mytek ! EVER FANCY 3 est disponible chez Mytek à 275 TTC + Coque et Film offerts !!,photo
922,59 dt au lieu de 80 dt !,34,Imprimante HP jet d'encre Deskjet 1015+rame papier offerte à 59dt seulement !!!,offer
923,Timeline Photos,34,LE PACK IMBATTABLE CHEZ MYTEK : PC PORTABLE DELL INSPIRON 3541 +TABLETTE OFFERTE,photo
924,Timeline Photos,34,"Découvrez la puissance du processeur i7 dans #LENOVO #G510
à 1089 dinars 
Pour +++ d'offres c'est par ici: www.mytek.tn",photo
